Date,Product,Quantity,Price,Customer
2023-12-19,Product_1,9,88.30130207760291,Customer_15
2023-11-20,Product_5,5,32.508314486641396,Customer_55
2023-05-09,Product_9,10,45.82271337015296,Customer_52
2023-07-27,Product_4,9,90.30278884761118,Customer_17
2023-06-01,Product_7,9,95.4226700454396,Customer_91
2023-05-24,Product_7,10,20.807020492572985,Customer_49
2023-01-11,Product_1,6,26.471980560849758,Customer_16
2023-08-16,Product_2,6,12.979049142571743,Customer_59
2023-09-10,Product_3,1,44.22406697167452,Customer_91
2023-01-20,Product_10,6,20.386219334301188,Customer_21
2023-04-14,Product_3,2,38.64347860518557,Customer_23
2023-10-02,Product_9,8,76.13318390162715,Customer_54
2023-12-20,Product_1,8,97.1304315333584,Customer_38
2023-07-28,Product_10,5,74.60131791317714,Customer_51
2023-11-24,Product_3,7,67.40073073857738,Customer_13
2023-03-19,Product_1,5,68.86902827717091,Customer_38
2023-06-27,Product_3,1,15.78148094829787,Customer_19
2023-08-14,Product_8,5,66.85977430766702,Customer_58
2023-01-11,Product_1,9,84.49875403603194,Customer_93
2023-11-25,Product_6,2,78.4679508229544,Customer_14
2023-03-17,Product_3,10,71.75857285724692,Customer_95
2023-05-16,Product_3,6,93.412929046332,Customer_27
2023-04-25,Product_1,3,35.93852275890734,Customer_52
2023-06-27,Product_8,2,90.59440219657667,Customer_62
2023-08-27,Product_3,7,49.59630367466939,Customer_52
2023-06-16,Product_10,10,17.986878291441975,Customer_50
2023-03-15,Product_3,7,23.7051963867315,Customer_1
2023-03-10,Product_9,2,49.74201473519331,Customer_40
2023-10-04,Product_3,7,79.3293681265426,Customer_57
2023-05-02,Product_7,6,71.2468007045315,Customer_42
2023-01-14,Product_4,7,80.84289294693951,Customer_66
2023-09-13,Product_4,3,87.97444197026414,Customer_61
2023-02-07,Product_5,9,37.25169717477782,Customer_40
2023-01-09,Product_10,7,35.86312377689824,Customer_84
2023-01-16,Product_7,7,67.59396065715202,Customer_74
2023-09-28,Product_9,4,94.76134291080106,Customer_32
2023-12-04,Product_10,9,56.81576378659607,Customer_28
2023-11-28,Product_3,9,10.062522164526284,Customer_77
2023-01-16,Product_7,5,38.32074545949139,Customer_51
2023-12-03,Product_7,1,25.22436407132869,Customer_57
2023-07-17,Product_10,3,31.797578603859666,Customer_73
2023-07-05,Product_5,5,73.13252000703417,Customer_49
2023-09-24,Product_8,7,39.36696881462606,Customer_57
2023-04-19,Product_8,2,43.554108975213445,Customer_8
2023-03-25,Product_1,1,62.67485662653546,Customer_20
2023-08-24,Product_1,9,16.226161372524164,Customer_13
2023-11-26,Product_8,2,89.87686605665172,Customer_90
2023-03-16,Product_6,2,15.173829701317576,Customer_11
2023-06-20,Product_6,3,61.49758323320617,Customer_9
2023-12-06,Product_2,8,42.79013473661828,Customer_74
2023-08-21,Product_2,10,17.690375689128356,Customer_85
2023-03-25,Product_8,4,11.238252943628229,Customer_85
2023-10-27,Product_10,5,63.27279242535222,Customer_30
2023-02-19,Product_1,7,87.22225894226624,Customer_82
2023-05-23,Product_4,9,20.307051974006697,Customer_73
2023-02-05,Product_8,7,84.43995007764639,Customer_26
2023-04-16,Product_2,2,92.15068541630731,Customer_35
2023-12-11,Product_1,7,96.62826312567273,Customer_2
2023-08-17,Product_5,1,26.71591061981794,Customer_90
2023-03-02,Product_8,2,30.43378649137181,Customer_22
2023-06-11,Product_4,7,37.37873219904406,Customer_20
2023-02-18,Product_2,8,52.99481101688173,Customer_93
2023-02-27,Product_4,2,79.52973758639111,Customer_20
2023-01-15,Product_7,8,23.598030952560258,Customer_68
2023-08-21,Product_3,3,65.63424360849893,Customer_4
2023-09-26,Product_2,6,44.83496258861006,Customer_44
2023-02-10,Product_3,3,84.83970042403921,Customer_34
2023-09-11,Product_8,9,40.12500709396287,Customer_22
2023-02-02,Product_4,8,46.70199281980969,Customer_91
2023-03-11,Product_3,3,60.14310073778252,Customer_86
2023-06-09,Product_2,4,45.32713217176323,Customer_85
2023-08-23,Product_5,10,29.549323507484253,Customer_62
2023-08-01,Product_10,1,45.80361364178927,Customer_33
2023-12-26,Product_3,8,83.53280053359379,Customer_98
2023-01-24,Product_3,4,66.53003400091856,Customer_61
2023-09-15,Product_1,5,28.774541361216595,Customer_64
2023-03-28,Product_10,2,13.685063487227087,Customer_99
2023-11-02,Product_10,9,80.60540812384424,Customer_32
2023-01-22,Product_4,9,19.28070201639681,Customer_69
2023-10-09,Product_7,3,13.188908245709893,Customer_29
2023-02-27,Product_7,2,69.25279810822417,Customer_4
2023-02-03,Product_7,10,75.71634099134512,Customer_56
2023-04-19,Product_4,1,14.730462412733026,Customer_63
2023-11-10,Product_2,1,50.813444889727485,Customer_10
2023-04-25,Product_2,6,98.93727870030857,Customer_90
2023-03-23,Product_2,3,24.92185762895864,Customer_84
2023-09-17,Product_2,7,31.171875178647138,Customer_87
2023-01-26,Product_1,2,35.802050816021364,Customer_89
2023-10-26,Product_10,2,29.910645738636273,Customer_79
2023-01-01,Product_2,1,38.525741453668154,Customer_29
2023-12-14,Product_2,7,13.320918980437165,Customer_21
2023-07-12,Product_6,7,24.442851353509127,Customer_78
2023-10-17,Product_9,2,63.22573970320501,Customer_9
2023-09-08,Product_5,3,45.63114303527246,Customer_56
2023-03-08,Product_1,9,12.87714002963471,Customer_82
2023-01-11,Product_9,2,57.67340780589121,Customer_94
2023-08-15,Product_3,6,74.45611392442791,Customer_24
2023-12-07,Product_2,7,20.88643535505661,Customer_19
2023-04-23,Product_7,1,25.5770451340489,Customer_97
2023-07-11,Product_10,1,50.25801151520077,Customer_34
2023-06-10,Product_2,3,76.84684110761316,Customer_28
2023-09-09,Product_5,3,37.43257956424737,Customer_100
2023-04-19,Product_8,1,45.9585413010867,Customer_29
2023-02-17,Product_8,8,70.37673517757388,Customer_45
2023-10-16,Product_6,3,20.716376398170823,Customer_19
2023-08-03,Product_6,7,43.609317172509,Customer_62
2023-08-22,Product_5,10,91.07727905108932,Customer_35
2023-03-05,Product_9,9,43.77240270639186,Customer_75
2023-04-21,Product_7,7,33.94562389043513,Customer_84
2023-12-15,Product_7,4,15.233022554514676,Customer_56
2023-04-02,Product_5,8,55.839918141679114,Customer_41
2023-05-04,Product_10,7,15.945285793409546,Customer_81
2023-05-28,Product_7,9,57.029303589185744,Customer_84
2023-08-18,Product_8,10,98.5018166108559,Customer_87
2023-07-04,Product_5,1,66.99510931475614,Customer_65
2023-08-01,Product_2,10,65.28100900578755,Customer_49
2023-11-06,Product_4,7,34.79522892481894,Customer_30
2023-06-21,Product_3,1,89.12909955086204,Customer_25
2023-04-05,Product_4,7,69.3850600817237,Customer_41
2023-03-15,Product_4,3,70.37491126265442,Customer_89
2023-12-19,Product_2,5,16.36421063395663,Customer_2
2023-12-08,Product_6,1,99.08843905696014,Customer_36
2023-02-11,Product_9,6,56.34086552837483,Customer_99
2023-11-17,Product_3,10,11.514545824386586,Customer_81
2023-01-19,Product_5,10,51.107566141989494,Customer_9
2023-08-13,Product_2,4,96.06505465048018,Customer_58
2023-10-23,Product_2,1,52.895438288270206,Customer_77
2023-12-17,Product_6,1,26.567026868260847,Customer_6
2023-03-06,Product_4,6,32.80205204545914,Customer_8
2023-10-26,Product_4,1,78.27522244947737,Customer_38
2023-01-10,Product_8,2,50.81035838243049,Customer_10
2023-11-27,Product_9,10,48.0075886464944,Customer_69
2023-02-23,Product_9,3,41.5317034889402,Customer_88
2023-07-22,Product_1,6,63.550521292799175,Customer_28
2023-03-27,Product_1,4,43.194328542553286,Customer_35
2023-04-20,Product_4,8,17.82575072017289,Customer_31
2023-06-07,Product_8,2,85.37975536656377,Customer_32
2023-06-24,Product_8,4,79.95137396621897,Customer_10
2023-01-23,Product_8,4,90.35233059001227,Customer_1
2023-12-17,Product_4,10,73.19219542798822,Customer_70
2023-09-04,Product_5,2,99.62034885407088,Customer_25
2023-01-22,Product_3,2,74.97061077304868,Customer_58
2023-07-16,Product_1,7,26.295406278319415,Customer_77
2023-09-01,Product_2,4,46.839316169568356,Customer_7
2023-07-27,Product_1,7,13.48996685982408,Customer_67
2023-11-15,Product_2,3,29.15908176815711,Customer_76
2023-05-04,Product_2,4,70.32759564960892,Customer_86
2023-03-07,Product_7,8,97.97678913690822,Customer_7
2023-05-15,Product_4,4,93.36042111102203,Customer_41
2023-02-18,Product_9,10,88.24752315148139,Customer_23
2023-03-26,Product_3,4,77.07862193552057,Customer_20
2023-03-21,Product_8,7,52.37129484893296,Customer_5
2023-11-21,Product_5,6,31.432361161844838,Customer_27
2023-05-15,Product_10,10,43.88484533318415,Customer_87
2023-10-23,Product_9,6,43.94210249687748,Customer_15
2023-04-12,Product_1,2,60.9553818966189,Customer_64
2023-02-13,Product_6,3,98.07319749151051,Customer_82
2023-01-02,Product_8,5,59.0596790750487,Customer_34
2023-08-10,Product_2,2,26.954701930513842,Customer_71
2023-11-21,Product_8,1,49.254166640448375,Customer_98
2023-07-08,Product_5,4,20.068521462295422,Customer_57
2023-04-26,Product_6,2,82.26143189273476,Customer_21
2023-02-01,Product_9,6,93.17959479216734,Customer_13
2023-01-20,Product_5,6,70.63290044072153,Customer_38
2023-07-18,Product_3,10,22.810968434912283,Customer_90
2023-06-24,Product_8,3,30.502010175698423,Customer_26
2023-07-22,Product_7,6,82.29711806146133,Customer_38
2023-02-07,Product_9,1,58.340123835668265,Customer_55
2023-07-18,Product_10,3,52.214930763502245,Customer_97
2023-10-13,Product_7,7,84.8779382683449,Customer_87
2023-06-05,Product_6,5,94.00830969812651,Customer_39
2023-07-01,Product_1,6,26.9993791148553,Customer_56
2023-09-11,Product_8,10,73.02340430148553,Customer_43
2023-10-28,Product_5,6,18.890858938321944,Customer_17
2023-01-13,Product_10,1,80.98791776841936,Customer_23
2023-05-22,Product_1,8,58.33310089199144,Customer_95
2023-01-19,Product_3,5,91.45629679099333,Customer_50
2023-10-18,Product_5,5,77.42050945703289,Customer_90
2023-07-17,Product_8,6,53.53407012442612,Customer_43
2023-10-10,Product_5,6,52.130186550332255,Customer_90
2023-10-13,Product_8,4,96.32530132768218,Customer_88
2023-12-26,Product_10,5,61.20484219325951,Customer_75
2023-04-13,Product_7,5,71.5674362262868,Customer_26
2023-12-10,Product_2,10,85.23434038611218,Customer_17
2023-08-01,Product_8,6,38.715905509408316,Customer_66
2023-06-21,Product_9,10,18.3150311504841,Customer_45
2023-12-24,Product_2,9,91.5779828073226,Customer_13
2023-10-20,Product_9,2,58.79019023304018,Customer_29
2023-05-18,Product_9,6,45.12653214142108,Customer_59
2023-05-22,Product_9,9,85.72188876699543,Customer_33
2023-12-16,Product_10,7,37.867171230362146,Customer_50
2023-10-07,Product_1,9,88.5265300244632,Customer_67
2023-01-18,Product_3,4,68.75742238635401,Customer_71
2023-11-25,Product_8,1,57.68565914895654,Customer_2
2023-08-15,Product_4,4,24.907936353050083,Customer_58
2023-01-05,Product_7,10,26.434497691882413,Customer_31
2023-05-02,Product_2,7,90.3075104008167,Customer_19
2023-11-03,Product_8,2,88.757507447079,Customer_81
2023-03-27,Product_1,10,61.58320338065333,Customer_65
2023-07-09,Product_7,7,84.39369443309661,Customer_12
2023-12-10,Product_5,4,54.70812972031759,Customer_4
2023-03-08,Product_9,10,82.76840882056577,Customer_54
2023-10-08,Product_7,8,93.0181928478356,Customer_28
2023-03-28,Product_4,3,99.38597868649754,Customer_86
2023-10-13,Product_5,6,14.59777228425233,Customer_35
2023-09-03,Product_8,4,27.51131360300012,Customer_20
2023-01-12,Product_9,8,29.29808970322057,Customer_31
2023-06-24,Product_6,5,98.79134851811192,Customer_23
2023-08-14,Product_2,4,66.79301618717233,Customer_74
2023-11-14,Product_5,3,75.94872737241998,Customer_24
2023-09-23,Product_9,10,58.63189755618847,Customer_40
2023-06-21,Product_10,8,54.997722373714694,Customer_9
2023-10-10,Product_2,9,75.72016278939722,Customer_58
2023-02-14,Product_6,8,19.996873281928806,Customer_75
2023-04-20,Product_1,9,19.738553995378158,Customer_23
2023-04-13,Product_10,5,59.405927398329595,Customer_30
2023-01-14,Product_2,6,87.11543794238574,Customer_80
2023-11-14,Product_7,1,11.87429563796092,Customer_93
2023-03-08,Product_3,4,59.139285396514765,Customer_21
2023-07-03,Product_4,10,50.22660543444763,Customer_3
2023-12-23,Product_3,5,51.14013819897282,Customer_4
2023-01-04,Product_3,10,87.22527260328754,Customer_62
2023-12-12,Product_3,2,52.098725022694516,Customer_58
2023-09-02,Product_5,4,50.98685088561799,Customer_74
2023-08-27,Product_10,2,43.18886736039814,Customer_17
2023-03-25,Product_3,10,76.0456697059465,Customer_12
2023-08-24,Product_1,2,12.453306973585043,Customer_88
2023-05-21,Product_9,4,21.896030787984486,Customer_76
2023-11-12,Product_9,9,56.87744993868005,Customer_28
2023-02-23,Product_6,6,98.67801096021167,Customer_92
2023-09-10,Product_3,10,52.075462861967935,Customer_24
2023-06-02,Product_3,7,37.20641983711269,Customer_37
2023-01-14,Product_5,4,99.86320355790453,Customer_92
2023-03-12,Product_7,2,35.847468293425706,Customer_61
2023-05-01,Product_7,5,58.53512428966023,Customer_64
2023-04-07,Product_10,4,24.37361000626911,Customer_66
2023-12-06,Product_3,5,48.39062081921457,Customer_65
2023-03-26,Product_10,5,50.33067981199384,Customer_10
2023-06-05,Product_3,6,81.319684643821,Customer_67
2023-05-15,Product_10,3,33.147864246034075,Customer_58
2023-10-28,Product_10,5,34.30447530882165,Customer_94
2023-01-12,Product_5,6,12.197385287682753,Customer_2
2023-01-05,Product_3,3,82.69804522618416,Customer_46
2023-07-19,Product_6,4,98.91345498267538,Customer_77
2023-01-22,Product_4,6,21.717009039473673,Customer_56
2023-08-05,Product_1,9,63.00869750858864,Customer_98
2023-02-23,Product_6,9,12.799114424272979,Customer_55
2023-11-06,Product_2,4,98.43115460997406,Customer_36
2023-05-20,Product_3,9,60.66115570411364,Customer_53
2023-10-06,Product_7,10,21.106266191619262,Customer_55
2023-07-19,Product_3,7,62.214506123056786,Customer_23
2023-04-19,Product_5,5,17.874652687212773,Customer_32
2023-05-27,Product_7,5,17.148167717170526,Customer_98
2023-06-18,Product_6,2,24.421925547006406,Customer_79
2023-06-15,Product_3,10,48.553379765617294,Customer_64
2023-08-27,Product_9,2,24.246138749952948,Customer_69
2023-11-11,Product_4,4,68.22964929098907,Customer_22
2023-07-06,Product_7,1,76.90475447951239,Customer_32
2023-04-08,Product_2,9,47.15369257321594,Customer_24
2023-11-19,Product_6,2,74.30728240972495,Customer_5
2023-02-03,Product_5,7,41.91517049634774,Customer_59
2023-04-03,Product_8,7,59.82925549396268,Customer_34
2023-07-03,Product_8,9,65.08614368268995,Customer_66
2023-12-11,Product_9,7,25.59797234048009,Customer_48
2023-04-03,Product_7,2,92.16814737460753,Customer_8
2023-01-16,Product_4,9,88.4428309727249,Customer_86
2023-09-06,Product_5,4,75.68132005346614,Customer_9
2023-11-10,Product_4,6,96.25272112294986,Customer_63
2023-01-21,Product_6,6,75.60276545194444,Customer_15
2023-09-27,Product_1,6,66.01708248587181,Customer_33
2023-12-11,Product_6,6,35.00970427463731,Customer_34
2023-01-22,Product_5,10,76.19605290225098,Customer_58
2023-05-12,Product_3,7,88.21538866296433,Customer_35
2023-04-16,Product_3,9,77.01163612137356,Customer_89
2023-07-03,Product_2,1,35.29370281894137,Customer_10
2023-01-07,Product_5,9,54.364742505746015,Customer_28
2023-04-21,Product_7,3,88.96121223981642,Customer_31
2023-09-12,Product_9,10,86.19813455300007,Customer_19
2023-01-17,Product_8,7,20.595144154420538,Customer_91
2023-11-14,Product_7,9,27.704733100079988,Customer_37
2023-10-27,Product_6,10,84.64657959520251,Customer_97
2023-10-11,Product_5,3,65.32776077500517,Customer_39
2023-05-23,Product_1,10,90.0032876402264,Customer_28
2023-09-02,Product_8,8,54.42549450762023,Customer_50
2023-06-06,Product_9,4,46.592587879151495,Customer_15
2023-08-18,Product_4,2,30.98372334080105,Customer_99
2023-03-28,Product_1,5,31.27550807490177,Customer_15
2023-11-28,Product_4,6,35.24310427089688,Customer_41
2023-01-18,Product_10,5,54.27908853996933,Customer_43
2023-06-14,Product_5,3,62.06913365697451,Customer_1
2023-01-10,Product_9,8,45.7947679628916,Customer_39
2023-02-17,Product_6,5,97.37463682249304,Customer_9
2023-09-14,Product_3,6,96.05059830525833,Customer_93
2023-05-24,Product_7,2,40.47297042881503,Customer_25
2023-04-03,Product_10,1,57.250121704129455,Customer_3
2023-06-12,Product_3,5,69.04942953791218,Customer_25
2023-08-21,Product_6,9,13.738635459039088,Customer_86
2023-08-28,Product_1,3,14.3038539156016,Customer_88
2023-01-28,Product_5,8,91.88418089847022,Customer_69
2023-05-16,Product_5,7,25.72985688791668,Customer_87
2023-09-28,Product_7,10,64.95918662746666,Customer_18
2023-10-08,Product_2,5,60.95134887589906,Customer_83
2023-05-12,Product_3,10,59.677557953626206,Customer_86
2023-01-20,Product_7,9,74.7349403798634,Customer_40
2023-11-08,Product_8,2,23.14122334695603,Customer_13
2023-02-07,Product_8,8,54.318910799691544,Customer_63
2023-09-05,Product_6,3,84.16409125100711,Customer_95
2023-11-28,Product_7,8,63.19374628707548,Customer_13
2023-02-20,Product_6,2,12.64480302202482,Customer_30
2023-05-13,Product_1,1,97.47796887426075,Customer_51
2023-08-22,Product_5,2,50.97819813170445,Customer_80
2023-05-12,Product_10,7,42.74804336781479,Customer_91
2023-07-22,Product_1,1,79.70375860710654,Customer_42
2023-05-13,Product_9,3,45.54263317576074,Customer_79
2023-08-19,Product_3,5,88.95280126189496,Customer_78
2023-11-04,Product_3,1,58.55988060177806,Customer_76
2023-03-09,Product_6,9,20.20881947165931,Customer_81
2023-12-20,Product_8,9,80.04660695426692,Customer_99
2023-01-17,Product_7,6,40.12416223987756,Customer_90
2023-07-20,Product_4,6,12.54501728031018,Customer_40
2023-01-19,Product_5,6,67.63999742925321,Customer_46
2023-09-18,Product_1,6,39.809457616561595,Customer_74
2023-03-26,Product_9,10,16.35126349357572,Customer_19
2023-09-21,Product_4,9,18.69614254823445,Customer_91
2023-02-20,Product_10,2,41.88477994781392,Customer_28
2023-09-19,Product_10,8,32.05295115475594,Customer_37
2023-11-09,Product_7,1,25.038217632193213,Customer_61
2023-08-04,Product_1,9,14.703112451780802,Customer_51
2023-10-27,Product_5,9,93.15633706112605,Customer_54
2023-03-09,Product_5,5,46.16718132845381,Customer_54
2023-12-21,Product_6,4,41.87845842213281,Customer_52
2023-01-01,Product_2,3,36.37182375914335,Customer_79
2023-10-20,Product_8,8,27.014201247437136,Customer_90
2023-11-02,Product_7,2,74.99281016980525,Customer_2
2023-05-15,Product_9,2,11.74889774416188,Customer_14
2023-02-14,Product_9,4,32.68603750021455,Customer_58
2023-08-22,Product_2,9,47.32761025574474,Customer_41
2023-09-22,Product_5,4,79.59208583333617,Customer_34
2023-03-07,Product_6,6,91.10922079465202,Customer_91
2023-10-16,Product_1,7,62.943746817509144,Customer_24
2023-01-23,Product_10,5,46.13474344180951,Customer_86
2023-06-11,Product_6,3,81.86832413618755,Customer_77
2023-11-08,Product_2,1,29.22296402974113,Customer_39
2023-11-16,Product_2,3,11.259123236855245,Customer_24
2023-03-18,Product_1,9,89.58221706836461,Customer_15
2023-12-23,Product_7,9,38.80131753742684,Customer_29
2023-11-14,Product_4,8,18.024880744746085,Customer_83
2023-10-28,Product_1,3,35.400452500979554,Customer_4
2023-04-22,Product_2,5,35.73539564894874,Customer_84
2023-04-05,Product_8,8,35.945934696556165,Customer_38
2023-01-14,Product_2,7,18.560555860965998,Customer_32
2023-01-21,Product_1,1,92.25528423367592,Customer_23
2023-11-14,Product_9,2,68.72906543195671,Customer_24
2023-07-27,Product_1,9,51.23193731231971,Customer_36
2023-05-04,Product_1,6,29.8826260145896,Customer_10
2023-01-21,Product_10,6,10.623397239762799,Customer_94
2023-01-20,Product_9,8,18.982835995990325,Customer_28
